over1717.1710_UHM102.10840__k141_51827_1	K18555
overctl.1717_UHM27.10829__k141_64138_2	K03596
overctl.1717_UHM27.10829__k141_163222_4	NA
overctl.1717_UHM27.10829__k141_40965_24	NA
overctl.1717_UHM27.10829__k141_64858_4	K25422
overctl.1717_UHM27.10829__k141_117208_3	K17218
overctl.1717_UHM27.10829__k141_87998_7	K08983
overctl.1717_UHM27.10829__k141_140395_2	NA
overctl.1717_UHM27.10829__k141_134813_14	NA
overctl.1717_UHM27.10829__k141_134813_46	NA
overctl.1717_UHM27.10829__k141_129559_5	K01999
overctl.1717_UHM27.10829__k141_18508_81	NA
overctl.1717_UHM27.10829__k141_89383_1	K00677
overctl.1717_UHM27.10829__k141_8630_47	K19082
overctl.1717_UHM27.10829__k141_130497_3	NA
overctl.1717_UHM27.10829__k141_96531_2	K08195
overctl.1717_UHM27.10829__k141_106581_136	K03558
overctl.1717_UHM27.10829__k141_4759_2	NA
overctl.1717_UHM27.10829__k141_113996_2	NA
overctl.1717_UHM27.10829__k141_85924_25	K01678
overctl.1717_UHM27.10829__k141_137101_2	K09919
overctl.1717_UHM27.10829__k141_98594_6	K22230
overctl.1717_UHM27.10829__k141_98594_38	NA
overctl.1717_UHM27.10829__k141_121690_31	NA
overctl.1717_UHM27.10829__k141_184648_2	K03088
overctl.1717_UHM27.10829__k141_184648_2	K23514
overctl.1717_UHM27.10829__k141_168410_2	NA
overctl.1717_UHM27.10829__k141_45845_2	NA
overctl.1717_UHM31.10830__k141_25986_30	NA
overctl.1717_UHM31.10830__k141_3306_86	K07795
overctl.1717_UHM31.10830__k141_74663_16	K03313
overctl.1717_UHM31.10830__k141_45405_24	K02303
overctl.1717_UHM31.10830__k141_90906_32	K01697
overctl.1717_UHM31.10830__k141_87724_2	K11751
overctl.1717_UHM31.10830__k141_35856_139	NA
overctl.1717_UHM31.10830__k141_23061_24	K00075
overctl.1717_UHM31.10830__k141_9900_28	K01881
overctl.1717_UHM31.10830__k141_101013_141	K02459
overctl.1717_UHM31.10830__k141_7059_57	K03522
overctl.1717_UHM31.10830__k141_101177_4	K02967
overctl.1717_UHM31.10830__k141_101177_36	K02038
overctl.1717_UHM31.10830__k141_23683_85	K00059
overctl.1717_UHM31.10830__k141_42825_89	K14742
overctl.1717_UHM31.10830__k141_30233_48	NA
overctl.1717_UHM31.10830__k141_4038_159	K18900
overctl.1717_UHM31.10830__k141_4038_255	NA
overctl.1717_UHM31.10830__k141_4038_319	NA
overctl.1717_UHM31.10830__k141_79202_52	K02014
overctl.1717_UHM31.10830__k141_79202_84	K17760
overctl.1717_UHM31.10830__k141_79202_116	K01066
overctl.1717_UHM31.10830__k141_67004_35	K03270
overctl.1717_UHM31.10830__k141_47634_53	K03406
overctl.1717_UHM31.10830__k141_82924_27	K11068
overctl.1717_UHM31.10830__k141_92575_176	NA
overctl.1717_UHM31.10830__k141_22207_16	K00820
overctl.1717_UHM31.10830__k141_95561_83	K00821
overctl.1717_UHM31.10830__k141_95561_115	K01487
overctl.1717_UHM31.10830__k141_22208_174	NA
overctl.1717_UHM31.10830__k141_76952_16	NA
overctl.1717_UHM31.10830__k141_69930_20	NA
overctl.1717_UHM31.10830__k141_69930_84	NA
overctl.1717_UHM31.10830__k141_69930_148	NA
overctl.1717_UHM31.10830__k141_11993_136	K07795
overctl.1717_UHM31.10830__k141_48182_6	K02014
overctl.1717_UHM31.10830__k141_48182_6	K16088
overctl.1717_UHM31.10830__k141_70449_147	K07795
overctl.1717_UHM31.10830__k141_70449_211	K13292
overctl.1717_UHM31.10830__k141_48432_35	K11901
overctl.1717_UHM31.10830__k141_48432_67	NA
overctl.1717_UHM31.10830__k141_48432_163	K00799
overctl.1717_UHM31.10830__k141_48432_163	K11209
overctl.1717_UHM31.10830__k141_48432_227	K10804
overctl.1717_UHM31.10830__k141_48432_291	NA
overctl.1717_UHM31.10830__k141_77684_29	NA
overctl.1717_UHM31.35748__k141_8689_2	K01462
overctl.1717_UHM31.35748__k141_118261_3	NA
overctl.1717_UHM31.35748__k141_131149_3	K00374
overctl.1717_UHM31.35748__k141_89101_2	K03414
overctl.1717_UHM31.35748__k141_46799_2	NA
overctl.1717_UHM31.35748__k141_80728_2	K06222
overctl.1717_UHM31.35748__k141_76373_5	NA
overctl.1717_UHM31.35748__k141_25927_6	NA
overctl.1717_UHM31.35748__k141_93819_4	NA
overctl.1717_UHM31.35748__k141_127794_3	NA
overctl.1717_UHM31.35748__k141_94154_8	K01142
overctl.1717_UHM31.35748__k141_119376_4	K00986
overctl.1717_UHM31.35748__k141_69334_3	NA
overctl.1717_UHM31.35748__k141_116237_4	NA
overctl.1717_UHM31.35748__k141_128807_3	NA
overctl.1717_UHM31.35748__k141_124768_4	K18143
overctl.1717_UHM31.35748__k141_19899_5	K15408
overctl.1717_UHM31.35748__k141_39977_2	K00796
overctl.1717_UHM31.35748__k141_10890_6	K02030
overctl.1717_UHM31.35748__k141_75733_3	K09882
overctl.1717_UHM31.35748__k141_58699_6	K02030
overctl.1717_UHM31.35748__k141_58699_6	K09969
overctl.1717_UHM31.35748__k141_24372_4	NA
overctl.1717_UHM31.35748__k141_113453_3	NA
overctl.1717_UHM31.35749__k141_156417_30	K19296
overctl.1717_UHM31.35749__k141_156417_62	K06020
overctl.1717_UHM31.35749__k141_125361_62	K08218
overctl.1717_UHM31.35749__k141_6681_3	NA
overctl.1717_UHM31.35749__k141_6681_131	NA
overctl.1717_UHM31.35749__k141_144408_12	K02039
overctl.1717_UHM31.35749__k141_100744_76	NA
overctl.1717_UHM31.35749__k141_125874_160	NA
overctl.1717_UHM31.35749__k141_125874_192	NA
overctl.1717_UHM31.35749__k141_75441_31	K12511
overctl.1717_UHM31.35749__k141_107087_16	K02558
overctl.1717_UHM31.35749__k141_163315_49	K08289
overctl.1717_UHM31.35749__k141_188678_45	K00249
overctl.1717_UHM31.35749__k141_107343_19	K02014
overctl.1717_UHM31.35749__k141_94853_142	K00128
overctl.1717_UHM31.35749__k141_94853_142	K00146
overctl.1717_UHM31.35749__k141_107760_2	K00337
overctl.1717_UHM31.35749__k141_107760_34	K00154
overctl.1717_UHM31.35749__k141_1890_4	K02002
overctl.1717_UHM31.35749__k141_83383_37	NA
overctl.1717_UHM31.35749__k141_76232_41	K16784
overctl.1717_UHM31.35749__k141_76232_73	NA
overctl.1717_UHM31.35749__k141_119885_48	K07795
overctl.1717_UHM31.35749__k141_119885_80	NA
overctl.1717_UHM31.35749__k141_108456_10	NA
overctl.1717_UHM31.35749__k141_108456_74	K02019
overctl.1717_UHM31.35749__k141_58634_9	K02050
overctl.1717_UHM31.35749__k141_58634_41	K06188
overctl.1717_UHM31.35749__k141_45348_24	NA
overctl.1717_UHM31.35749__k141_132430_13	K02527
overctl.1717_UHM31.35749__k141_132430_45	K07677
overctl.1717_UHM31.35749__k141_108778_19	K01679
overctl.1717_UHM31.35749__k141_196864_27	K01734
overctl.1717_UHM31.35749__k141_196864_91	NA
overctl.1717_UHM31.35749__k141_196864_219	K01736
overctl.1717_UHM31.35749__k141_78116_7	K19743
overctl.1717_UHM31.35749__k141_78116_39	NA
overctl.1717_UHM31.35749__k141_103954_3	K01754
overctl.1717_UHM31.35749__k141_9123_5	NA
overctl.1717_UHM31.35749__k141_147453_14	K01578
overctl.1717_UHM31.35749__k141_147453_78	K05825
overctl.1717_UHM31.35749__k141_70934_6	K23997
overctl.1717_UHM31.35749__k141_97747_35	NA
overctl.1717_UHM31.35749__k141_16098_38	K00626
overctl.1717_UHM31.35749__k141_24031_101	K03651
overctl.1717_UHM31.35749__k141_141146_8	NA
overctl.1717_UHM31.35749__k141_165894_148	K00831
overctl.1717_UHM31.35749__k141_148736_1	K03841
overctl.1717_UHM31.35749__k141_192803_32	K02391
overctl.1717_UHM31.35749__k141_192803_32	K02392
overctl.1717_UHM31.35749__k141_28744_182	NA
overctl.1717_UHM31.35749__k141_151826_197	NA
overctl.1717_UHM31.35749__k141_167460_8	K03805
overctl.1717_UHM31.35749__k141_167460_72	NA
overctl.1717_UHM31.35749__k141_135520_116	K25986
overctl.1717_UHM31.35749__k141_167741_12	K00074
overctl.1717_UHM31.35749__k141_42932_153	NA
overctl.1717_UHM31.35749__k141_42932_185	NA
overctl.1717_UHM33.10831__k141_128140_66	NA
overctl.1717_UHM33.10831__k141_119890_118	K01414
overctl.1717_UHM33.10831__k141_53809_69	NA
overctl.1717_UHM33.10831__k141_53809_133	K03977
overctl.1717_UHM33.10831__k141_53809_293	K01649
overctl.1717_UHM33.10831__k141_21422_29	NA
overctl.1717_UHM33.10831__k141_87362_18	K01999
overctl.1717_UHM33.10831__k141_87362_50	K00481
overctl.1717_UHM33.10831__k141_103788_24	K14698
overctl.1717_UHM33.10831__k141_50185_21	K07795
overctl.1717_UHM33.10831__k141_70721_33	NA
overctl.1717_UHM33.10831__k141_37764_67	K07248
overctl.1717_UHM33.10831__k141_120433_9	K03723
overctl.1717_UHM33.10831__k141_128754_23	K02274
overctl.1717_UHM33.10831__k141_128754_87	K07795
overctl.1717_UHM33.10831__k141_70952_14	NA
overctl.1717_UHM33.10831__k141_71025_4	K05815
overctl.1717_UHM33.10831__k141_71025_132	K02517
overctl.1717_UHM33.10831__k141_71025_164	NA
overctl.1717_UHM33.10831__k141_71101_10	K16165
overctl.1717_UHM33.10831__k141_108408_6	NA
overctl.1717_UHM33.10831__k141_30246_3	K00948
overctl.1717_UHM33.10831__k141_63069_16	K01897
overctl.1717_UHM33.10831__k141_117353_73	K07160
overctl.1717_UHM33.10831__k141_117353_105	K03406
overctl.1717_UHM33.10831__k141_108597_33	NA
overctl.1717_UHM33.10831__k141_108597_65	NA
overctl.1717_UHM33.10831__k141_38576_38	NA
overctl.1717_UHM33.10831__k141_38576_102	K00941
overctl.1717_UHM33.10831__k141_17799_27	K03671
overctl.1717_UHM33.10831__k141_17799_27	K05838
overctl.1717_UHM33.10831__k141_17799_59	NA
overctl.1717_UHM33.10831__k141_113269_4	K01432
overctl.1717_UHM33.10831__k141_59412_172	K07146
overctl.1717_UHM33.10831__k141_2872_86	K01952
overctl.1717_UHM33.10831__k141_10623_22	K14287
overctl.1717_UHM33.10831__k141_126973_15	NA
overctl.1717_UHM33.10831__k141_126973_47	K01673
overctl.1717_UHM33.10831__k141_130971_17	K07795
overctl.1717_UHM33.10831__k141_119804_119	K00278
overctl.1717_UHM36.10832__k141_120342_122	K00088
overctl.1717_UHM36.10832__k141_36495_75	NA
overctl.1717_UHM36.10832__k141_48554_5	K01661
overctl.1717_UHM36.10832__k141_156853_37	NA
overctl.1717_UHM36.10832__k141_163289_27	K02050
overctl.1717_UHM36.10832__k141_163289_59	K01995
overctl.1717_UHM36.10832__k141_181497_59	K13292
overctl.1717_UHM36.10832__k141_187068_246	NA
overctl.1717_UHM36.10832__k141_67490_41	K02380
overctl.1717_UHM36.10832__k141_67490_73	K01754
overctl.1717_UHM36.10832__k141_67490_73	K22589
overctl.1717_UHM36.10832__k141_79161_11	NA
overctl.1717_UHM36.10832__k141_79161_43	K09022
overctl.1717_UHM36.10832__k141_24984_60	K06173
overctl.1717_UHM36.10832__k141_24984_124	K00333
overctl.1717_UHM36.10832__k141_24984_220	K01483
overctl.1717_UHM36.10832__k141_43056_261	K21006
overctl.1717_UHM36.10832__k141_55115_36	K14540
overctl.1717_UHM36.10832__k141_55115_68	NA
overctl.1717_UHM36.10832__k141_79379_41	NA
overctl.1717_UHM36.10832__k141_170049_216	K15357
overctl.1717_UHM36.10832__k141_170049_344	K03455
overctl.1717_UHM36.10832__k141_170049_344	K11745
overctl.1717_UHM36.10832__k141_170049_376	NA
overctl.1717_UHM36.10832__k141_170049_408	K06878
overctl.1717_UHM36.10832__k141_170049_440	K06911
overctl.1717_UHM36.10832__k141_146302_16	K20757
overctl.1717_UHM36.10832__k141_146302_48	K07214
overctl.1717_UHM36.10832__k141_146302_112	NA
overctl.1717_UHM36.10832__k141_146302_208	NA
overctl.1717_UHM36.10832__k141_187216_108	NA
overctl.1717_UHM36.10832__k141_68194_2	K03147
overctl.1717_UHM36.10832__k141_175518_25	NA
overctl.1717_UHM36.10832__k141_146583_134	K03446
overctl.1717_UHM36.10832__k141_37961_52	NA
overctl.1717_UHM36.10832__k141_37961_84	NA
overctl.1717_UHM36.10832__k141_158305_33	NA
overctl.1717_UHM36.10832__k141_115866_61	K00341
overctl.1717_UHM36.10832__k141_115866_93	NA
overctl.1717_UHM36.10832__k141_115866_157	K03593
overctl.1717_UHM36.10832__k141_26074_7	K01676
overctl.1717_UHM36.10832__k141_116012_31	NA
overctl.1717_UHM36.10832__k141_133925_30	K02030
overctl.1717_UHM36.10832__k141_133925_62	NA
overctl.1717_UHM36.10832__k141_133925_126	K01997
overctl.1717_UHM36.10832__k141_133925_190	NA
overctl.1717_UHM36.10832__k141_133925_222	K25495
overctl.1717_UHM36.10832__k141_133925_286	K11963
overctl.1717_UHM36.10832__k141_152311_143	K05539
overctl.1717_UHM36.10832__k141_32832_210	K14162
overctl.1717_UHM36.10832__k141_32832_402	NA
overctl.1717_UHM36.10832__k141_122300_86	NA
overctl.1717_UHM36.10832__k141_122300_118	NA
overctl.1717_UHM36.10832__k141_20590_10	NA
overctl.1717_UHM36.10832__k141_3018_93	K02557
overctl.1717_UHM36.10832__k141_110204_36	NA
overctl.1717_UHM36.10832__k141_110204_100	NA
overctl.1717_UHM36.10832__k141_93009_66	K02886
overctl.1717_UHM36.10832__k141_141612_180	NA
overctl.1717_UHM36.10832__k141_110208_97	K00344
overctl.1717_UHM36.10832__k141_20931_2	K01338
overctl.1717_UHM36.10832__k141_142063_237	NA
overctl.1717_UHM36.10832__k141_34398_22	NA
overctl.1717_UHM36.10832__k141_87855_96	K01799
overctl.1717_UHM36.10832__k141_27997_146	K03520
overctl.1717_UHM36.10832__k141_142755_31	K21745
overctl.1717_UHM36.10832__k141_144321_9	K01929
overctl.1717_UHM36.10832__k141_113987_29	NA
overctl.1717_UHM36.10832__k141_10822_55	K13482
overctl.1717_UHM36.10832__k141_10822_87	K13821
overctl.1717_UHM36.10832__k141_10822_151	K03749
overctl.1717_UHM36.10832__k141_10822_279	K07795
overctl.1717_UHM36.35750__k141_46808_2	K03553
overctl.1717_UHM36.35750__k141_10134_54	NA
overctl.1717_UHM36.35750__k141_76750_86	K07584
overctl.1717_UHM36.35750__k141_86703_489	K01998
overctl.1717_UHM36.35750__k141_86703_521	NA
overctl.1717_UHM36.35750__k141_60859_41	K03088
overctl.1717_UHM36.35750__k141_93522_145	K02014
overctl.1717_UHM36.35750__k141_33826_23	NA
overctl.1717_UHM36.35750__k141_57283_97	K19967
overctl.1717_UHM36.35750__k141_57283_129	K00868
overctl.1717_UHM36.35750__k141_57283_161	NA
overctl.1717_UHM36.35750__k141_57283_385	NA
overctl.1717_UHM36.35750__k141_43901_94	NA
overctl.1717_UHM36.35750__k141_73504_46	K02510
overctl.1717_UHM36.35750__k141_30357_256	NA
overctl.1717_UHM36.35750__k141_30357_288	K00891
overctl.1717_UHM36.35750__k141_30357_288	K15546
overctl.1717_UHM36.35750__k141_30545_64	K01756
overctl.1717_UHM36.35750__k141_90552_280	K07795
overctl.1717_UHM36.35750__k141_90552_312	NA
overctl.1717_UHM36.35750__k141_90552_408	K02456
overctl.1717_UHM36.35750__k141_70523_26	K02014
overctl.1717_UHM36.35750__k141_70523_26	K16088
overctl.1717_UHM36.35750__k141_70523_58	NA
overctl.1717_UHM36.35750__k141_8075_2	NA
overctl.1717_UHM36.35750__k141_77583_266	NA
overctl.1717_UHM36.35750__k141_21107_78	K03564
overctl.1717_UHM36.35750__k141_21107_110	K02673
overctl.1717_UHM36.35750__k141_21107_142	NA
overctl.1717_UHM36.35750__k141_21107_206	K07287
overctl.1717_UHM36.35750__k141_21107_270	K03787
overctl.1717_UHM36.35750__k141_34689_83	K02014
overctl.1717_UHM36.35750__k141_84771_74	K11927
overctl.1717_UHM36.35750__k141_84771_106	NA
overctl.1717_UHM36.35750__k141_70872_249	NA
overctl.1717_UHM36.35750__k141_94464_69	K07166
overctl.1717_UHM36.35750__k141_94464_229	NA
overctl.1717_UHM36.35750__k141_71149_63	K21757
overctl.1717_UHM36.35750__k141_71149_127	K17989
overctl.1717_UHM36.35750__k141_71217_53	K02413
overctl.1717_UHM36.35750__k141_12145_111	K08225
overctl.1717_UHM36.35750__k141_12145_239	K00451
overctl.1717_UHM36.35750__k141_52792_102	NA
overctl.1717_UHM36.35750__k141_92015_1	K02992
overctl.1717_UHM36.35750__k141_72290_40	K01867
overctl.1717_UHM36.35750__k141_22744_109	K04065
overctl.1717_UHM36.35750__k141_22744_141	NA
overctl.1717_UHM36.35750__k141_22744_173	K00111
overctl.1717_UHM36.35750__k141_22744_205	K07795
overctl.1717_UHM36.35750__k141_22744_301	K01633
overctl.1717_UHM36.35750__k141_22744_429	K03799
overctl.1717_UHM36.35750__k141_26499_54	K02072
overctl.1717_UHM36.35750__k141_92494_78	K01918
overctl.1717_UHM36.35750__k141_92494_142	NA
overctl.1717_UHM36.35750__k141_92494_174	K05834
overctl.1717_UHM36.35751__k141_5127_54	NA
overctl.1717_UHM36.35751__k141_5127_150	NA
overctl.1717_UHM36.35751__k141_15273_121	K18910
overctl.1717_UHM36.35751__k141_40517_325	NA
overctl.1717_UHM36.35751__k141_35614_12	K08167
overctl.1717_UHM36.35751__k141_35614_76	K05807
overctl.1717_UHM36.35751__k141_35614_108	NA
overctl.1717_UHM36.35751__k141_2560_488	NA
overctl.1717_UHM36.35751__k141_10204_136	K01077
overctl.1717_UHM36.35751__k141_10204_264	K02897
overctl.1717_UHM36.35751__k141_10204_328	K03500
overctl.1717_UHM36.35751__k141_7851_21	K02014
overctl.1717_UHM36.35751__k141_17971_363	K01190
overctl.1717_UHM36.35751__k141_76022_368	K03699
overctl.1717_UHM36.35751__k141_38086_401	K01923
overctl.1717_UHM36.35751__k141_38086_465	NA
overctl.1717_UHM36.35751__k141_38086_497	NA
overctl.1717_UHM36.35751__k141_33123_8	K03641
overctl.1717_UHM36.35751__k141_66105_113	K02529
overctl.1717_UHM36.35751__k141_66105_113	K03435
overctl.1717_UHM36.35751__k141_66105_209	NA
overctl.1717_UHM36.35751__k141_66105_401	K19294
overctl.1717_UHM36.35751__k141_66105_497	NA
overctl.1717_UHM36.35751__k141_66105_529	K22083
overctl.1717_UHM36.35751__k141_18016_29	K00981
overctl.1717_UHM36.35751__k141_18016_61	K03088
overctl.1717_UHM36.35751__k141_18016_61	K23514
overctl.1717_UHM36.35751__k141_18016_253	K00342
overctl.1717_UHM36.35751__k141_18016_285	K06132
overctl.1717_UHM36.35751__k141_18016_317	K03686
overctl.1717_UHM36.35751__k141_73859_257	NA
overctl.1717_UHM36.35751__k141_51247_16	NA
overctl.1717_UHM36.35751__k141_33400_8	K02014
overctl.1717_UHM36.35751__k141_79116_84	K03802
overctl.1717_UHM36.35751__k141_53834_230	K01173
overctl.1717_UHM36.35751__k141_53834_262	K01928
overctl.1717_UHM36.35751__k141_53834_326	K09947
overctl.1717_UHM36.35751__k141_53834_486	K02073
overctl.1717_UHM36.35751__k141_69298_26	K07795
overctl.1717_UHM36.35751__k141_69298_58	K07347
overctl.1717_UHM36.35751__k141_15751_207	NA
overctl.1717_UHM36.35751__k141_15751_399	NA
overctl.1717_UHM36.35751__k141_3074_24	NA
overctl.1717_UHM36.35751__k141_13512_213	K26061
overctl.1717_UHM36.35751__k141_20934_14	NA
overctl.1717_UHM36.35751__k141_20938_51	NA
overctl.1717_UHM36.35751__k141_1276_49	NA
overctl.1717_UHM36.35751__k141_38501_111	NA
overctl.1717_UHM36.35751__k141_38501_143	NA
overctl.1717_UHM36.35751__k141_38501_175	NA
overctl.1717_UHM36.35751__k141_38501_271	NA
overctl.1717_UHM36.35751__k141_38501_303	NA
overctl.1717_UHM36.35751__k141_38501_431	K00822
overctl.1717_UHM36.35751__k141_61513_42	K00639
overctl.1717_UHM36.35751__k141_61513_266	K01599
overctl.1717_UHM36.35751__k141_61513_298	K20276
overctl.1717_UHM36.35751__k141_16307_15	NA
overctl.1717_UHM36.35751__k141_41351_9	K01487
overctl.1717_UHM36.35751__k141_16344_43	K01267
overctl.1717_UHM36.35751__k141_16344_75	NA
overctl.1717_UHM36.35751__k141_24130_39	K09007
overctl.1717_UHM36.35751__k141_18741_225	K04561
overctl.1717_UHM36.35751__k141_18864_3	NA
overctl.1717_UHM36.35751__k141_29353_31	NA
overctl.1717_UHM36.35751__k141_61811_7	K00425
overctl.1717_UHM36.35751__k141_61811_135	NA
overctl.1717_UHM36.35751__k141_16765_5	NA
overctl.1717_UHM36.35751__k141_26832_24	K09796
overctl.1717_UHM36.35751__k141_27781_30	K07246
overctl.1717_UHM36.35751__k141_27781_94	K00640
overctl.1717_UHM36.35751__k141_22401_137	NA
overctl.1717_UHM38.10833__k141_54267_3	NA
overctl.1717_UHM38.10833__k141_17452_10	NA
overctl.1717_UHM38.10833__k141_17452_42	K07029
overctl.1717_UHM38.10833__k141_37209_3	K21394
overctl.1717_UHM38.10833__k141_47868_2	NA
overctl.1717_UHM38.10833__k141_11219_2	K03546
overctl.1717_UHM38.10833__k141_52283_2	NA
overctl.1717_UHM38.10833__k141_11389_2	NA
overctl.1717_UHM38.10833__k141_2647_2	K01555
overctl.1717_UHM38.10833__k141_35303_3	K03621
overctl.1717_UHM38.10833__k141_13357_3	K07165
overctl.1717_UHM38.10833__k141_9453_4	K06195
overctl.1717_UHM38.10833__k141_13532_4	NA
overctl.1717_UHM38.10833__k141_20245_15	NA
overctl.1717_UHM38.10833__k141_44516_4	K01591
overctl.1717_UHM38.10833__k141_46085_3	NA
overctl.1717_UHM38.10833__k141_5410_2	K02115
overctl.1717_UHM38.10833__k141_44804_1	NA
overctl.1717_UHM38.10833__k141_24702_4	K02847
overctl.1717_UHM38.10833__k141_35605_1	NA
overctl.1717_UHM38.10833__k141_3665_5	NA
overctl.1717_UHM38.10833__k141_10093_3	K02003
overctl.1717_UHM38.10833__k141_10093_3	K02004
overctl.1717_UHM38.10833__k141_10093_3	K05685
overctl.1717_UHM38.10833__k141_29246_3	NA
overctl.1717_UHM38.10833__k141_38842_1	K03340
overctl.1717_UHM38.10833__k141_27488_6	K07506
overctl.1717_UHM38.10833__k141_68557_7	K03320
overctl.1717_UHM38.10833__k141_16185_7	K02458
overctl.1717_UHM38.10833__k141_68772_4	NA
overctl.1717_UHM38.10833__k141_66886_42	K07448
overctl.1717_UHM38.10833__k141_66886_74	K03496
overctl.1717_UHM38.10833__k141_33911_2	K03695
overctl.1717_UHM38.10833__k141_41204_3	K02032
overctl.1717_UHM38.10833__k141_29886_2	K19784
overctl.1717_UHM38.10833__k141_66930_137	NA
overctl.1717_UHM38.10833__k141_66930_233	NA
overctl.1717_UHM38.10833__k141_16907_2	K00499
overctl.1717_UHM38.10833__k141_64578_3	K02483
overctl.1717_UHM38.10833__k141_64578_3	K07657
overctl.1717_UHM38.35752__k141_59_6	K04744
overctl.1717_UHM38.35752__k141_90234_2	NA
overctl.1717_UHM38.35752__k141_90301_16	K07795
overctl.1717_UHM38.35752__k141_90363_11	K00748
overctl.1717_UHM38.35752__k141_37904_13	K00001
overctl.1717_UHM38.35752__k141_37964_2	K01993
overctl.1717_UHM38.35752__k141_113106_24	K05349
overctl.1717_UHM38.35752__k141_233253_77	K07795
overctl.1717_UHM38.35752__k141_577_9	NA
overctl.1717_UHM38.35752__k141_128240_31	K09781
overctl.1717_UHM38.35752__k141_23044_99	NA
overctl.1717_UHM38.35752__k141_68460_7	K07118
overctl.1717_UHM38.35752__k141_45874_27	K01940
overctl.1717_UHM38.35752__k141_106209_33	K15555
overctl.1717_UHM38.35752__k141_53537_16	NA
overctl.1717_UHM38.35752__k141_120971_38	K18383
overctl.1717_UHM38.35752__k141_233925_5	NA
overctl.1717_UHM38.35752__k141_211320_150	NA
overctl.1717_UHM38.35752__k141_211320_182	NA
overctl.1717_UHM38.35752__k141_233976_2	K01995
overctl.1717_UHM38.35752__k141_226258_4	K02948
overctl.1717_UHM38.35752__k141_99540_3	K04719
overctl.1717_UHM38.35752__k141_121474_6	K02952
overctl.1717_UHM38.35752__k141_174031_6	NA
overctl.1717_UHM38.35752__k141_114318_17	NA
overctl.1717_UHM38.35752__k141_54323_8	K02050
overctl.1717_UHM38.35752__k141_9031_19	K01738
